-2.37416	5	0.062235
-2.13687	6	0.0883799
-1.9681	7	0.120614
-1.84224	8	0.156891
-1.74503	9	0.199287
-1.6679	10	0.243748
-1.6054	11	0.296349
-1.55387	12	0.351085
-1.51076	13	0.409897
-1.47425	14	0.476954
-1.443	15	0.546118
-1.416	16	0.617459
-1.39245	17	0.694963
-1.37176	18	0.774662
-1.35344	19	0.856481
-1.33709	20	0.940505
-1.32242	21	1.02457
-1.30914	22	1.10668
-1.29706	23	1.19089
-1.28599	24	1.26906
-1.27578	25	1.34514
-1.26631	26	1.41506
-1.25746	27	1.47878
-1.24915	28	1.53631
-1.2413	29	1.58755
-1.23384	30	1.6285
-1.2267	31	1.66107
-1.21985	32	1.68745
-1.21322	33	1.70547
-1.2068	34	1.71315
-1.20053	35	1.71667
-1.19439	36	1.71188
-1.18836	37	1.70297
-1.1824	38	1.68787
-1.17651	39	1.66668
-1.17065	40	1.6434
-1.16481	41	1.61398
-1.15899	42	1.58464
-1.15315	43	1.55118
-1.14729	44	1.5178
-1.14141	45	1.48245
-1.13547	46	1.44306
-1.12949	47	1.40576
-1.12345	48	1.36853
-1.11733	49	1.33133
-1.11114	50	1.2922
-1.10486	51	1.25511
-1.09849	52	1.21812
-1.09202	53	1.18115
-1.08545	54	1.14425
-1.07876	55	1.10943
-1.07196	56	1.07464
-1.06504	57	1.04193
-1.05798	58	1.00926
-1.0508	59	0.976639
-1.04347	60	0.946059
-1.036	61	0.917538
-1.02838	62	0.887031
-1.0206	63	0.858577
-1.01267	64	0.83217
-1.00457	65	0.805777
-0.996301	66	0.779422
-0.987858	67	0.755095
-0.979235	68	0.73079
-0.970427	69	0.708518
-0.961428	70	0.686265
-0.952234	71	0.66403
-0.942838	72	0.641811
-0.933235	73	0.621618
-0.92342	74	0.60344
-0.913387	75	0.583273
-0.903129	76	0.56512
-0.892641	77	0.548985
-0.881917	78	0.528854
-0.87095	79	0.512739
-0.859733	80	0.498638
-0.84826	81	0.48254
-0.836523	82	0.468454
-0.824516	83	0.452375
-0.812231	84	0.438302
-0.79966	85	0.424237
-0.786796	86	0.410177
-0.773629	87	0.398124
-0.760153	88	0.386076
-0.746357	89	0.376033
-0.732233	90	0.363994
-0.717772	91	0.351959
-0.702963	92	0.341927
-0.687796	93	0.3299
-0.672262	94	0.319875
-0.656349	95	0.309853
-0.640045	96	0.301834
-0.62334	97	0.291817
-0.606221	98	0.281804
-0.588674	99	0.27379
-0.570689	100	0.263781
-0.552249	101	0.255772
-0.533342	102	0.249763
-0.513952	103	0.241757
-0.494065	104	0.233753
-0.473663	105	0.22575
-0.452732	106	0.217748
-0.431252	107	0.213744
-0.409206	108	0.205745
-0.386576	109	0.199744
-0.363341	110	0.193744
