-2.34	4.99304	0.00583166
-2.33	5.02822	0.00587197
-2.32	5.0629	0.00608954
-2.31	5.09886	0.00622122
-2.3	5.13503	0.00626523
-2.29	5.17145	0.00640004
-2.28	5.20877	0.00662766
-2.27	5.24646	0.00676656
-2.26	5.28515	0.00690807
-2.25	5.32377	0.00705156
-2.24	5.36294	0.00719714
-2.23	5.4033	0.00734492
-2.22	5.44375	0.00749501
-2.21	5.48551	0.00774271
-2.2	5.52747	0.00780175
-2.19	5.56963	0.008056
-2.18	5.61314	0.00821614
-2.17	5.65686	0.00837892
-2.16	5.70137	0.00864332
-2.15	5.74723	0.00881231
-2.14	5.7933	0.0090846
-2.13	5.84017	0.00925913
-2.12	5.88724	0.00953957
-2.11	5.93569	0.00972167
-2.1	5.98492	0.00990581
-2.09	6.03496	0.0101986
-2.08	6.08583	0.0104963
-2.07	6.13814	0.0106926
-2.06	6.19078	0.0109996
-2.05	6.24434	0.0113119
-2.04	6.29885	0.0116297
-2.03	6.35436	0.0119531
-2.02	6.41089	0.0121712
-2.01	6.46846	0.0125054
-2	6.52712	0.0128457
-1.99	6.5869	0.0131922
-1.98	6.64783	0.0136604
-1.97	6.70994	0.0140212
-1.96	6.77269	0.0143888
-1.95	6.83727	0.0148818
-1.94	6.90313	0.0151441
-1.93	6.9703	0.0156541
-1.92	7.03826	0.0160524
-1.91	7.10819	0.0165816
-1.9	7.179	0.0171215
-1.89	7.25188	0.0175469
-1.88	7.32574	0.0181078
-1.87	7.40176	0.0186805
-1.86	7.47885	0.0192652
-1.85	7.55765	0.0199931
-1.84	7.63878	0.0204708
-1.83	7.72116	0.0210941
-1.82	7.80543	0.0218661
-1.81	7.89166	0.0226554
-1.8	7.9799	0.0234624
-1.79	8.07024	0.0241483
-1.78	8.16274	0.0249894
-1.77	8.25751	0.025852
-1.76	8.35405	0.0267351
-1.75	8.45358	0.0277855
-1.74	8.55506	0.0285638
-1.73	8.65974	0.0296625
-1.72	8.76657	0.0307887
-1.71	8.87625	0.0320966
-1.7	8.98889	0.0331256
-1.69	9.1046	0.0344979
-1.68	9.22353	0.0359064
-1.67	9.34581	0.0371891
-1.66	9.47103	0.0388358
-1.65	9.60047	0.0401944
-1.64	9.73317	0.0419293
-1.63	9.86987	0.0437111
-1.62	10.0108	0.0457194
-1.61	10.1555	0.0476091
-1.6	10.3054	0.0497355
-1.59	10.4596	0.0519238
-1.58	10.6189	0.0541797
-1.57	10.7835	0.0566923
-1.56	10.9532	0.0594769
-1.55	11.1289	0.0623491
-1.54	11.3108	0.0655111
-1.53	11.4988	0.0687801
-1.52	11.6939	0.0719575
-1.51	11.8964	0.0758638
-1.5	12.1062	0.0799102
-1.49	12.3238	0.0841013
-1.48	12.5509	0.0886649
-1.47	12.7863	0.0938462
-1.46	13.0319	0.0992259
-1.45	13.2878	0.104817
-1.44	13.5552	0.111339
-1.43	13.834	0.117893
-1.42	14.126	0.125455
-1.41	14.4314	0.133597
-1.4	14.7522	0.142356
-1.39	15.0885	0.152039
-1.38	15.4425	0.162443
-1.37	15.815	0.174169
-1.36	16.2083	0.187036
-1.35	16.6237	0.201424
-1.34	17.0629	0.216863
-1.33	17.5288	0.234351
-1.32	18.0236	0.25344
-1.31	18.5508	0.27491
-1.3	19.1122	0.298649
-1.29	19.7127	0.325547
-1.28	20.3559	0.355207
-1.27	21.046	0.388979
-1.26	21.7882	0.426162
-1.25	22.5874	0.467889
-1.24	23.4501	0.514612
-1.23	24.3813	0.566023
-1.22	25.388	0.623456
-1.21	26.475	0.684821
-1.2	27.6481	0.750867
-1.19	28.9104	0.819952
-1.18	30.2632	0.890531
-1.17	31.7044	0.959101
-1.16	33.2291	1.02415
-1.15	34.8286	1.08164
-1.14	36.4901	1.13041
-1.13	38.199	1.16742
-1.12	39.9398	1.1914
-1.11	41.6968	1.20454
-1.1	43.4555	1.20696
-1.09	45.2046	1.19988
-1.08	46.934	1.18634
-1.07	48.6357	1.16623
-1.06	50.3047	1.14256
-1.05	51.9372	1.1156
-1.04	53.5314	1.0864
-1.03	55.0863	1.05695
-1.02	56.6006	1.02683
-1.01	58.0749	0.99639
-1	59.5105	0.965965
-0.99	60.9079	0.937607
-0.98	62.2683	0.909015
-0.97	63.5925	0.881306
-0.96	64.8822	0.854717
-0.95	66.1388	0.828549
-0.94	67.363	0.803889
-0.93	68.5566	0.779984
-0.92	69.7208	0.756972
-0.91	70.8569	0.734028
-0.9	71.9659	0.7141
-0.89	73.0489	0.693497
-0.88	74.1069	0.6742
-0.87	75.1409	0.655323
-0.86	76.1512	0.636928
-0.85	77.1404	0.61907
-0.84	78.1077	0.602776
-0.83	79.0543	0.586138
-0.82	79.9817	0.57214
-0.81	80.8898	0.556885
-0.8	81.7801	0.542369
-0.79	82.6524	0.528622
-0.78	83.5076	0.515671
-0.77	84.3466	0.502543
-0.76	85.1694	0.491248
-0.75	85.9772	0.478817
-0.74	86.77	0.467256
-0.73	87.5485	0.456581
